topic_number,topic_name,link,probability,content_item_id
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/tolvaptan-samsca-over-rapid-increase-in-serum-sodium-risking-serious-neurological-events"",""Tolvaptan (Samsca▼): over-rapid increase in serum sodium risking serious neurological events"")",0.000,5a28c3e1-763f-4fa7-8cc5-3ff97130ed54
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-6-to-10-may-2024"",""Field Safety Notices: 6 to 10 May 2024"")",0.000,5a51da35-4718-4357-8317-49a75838ddd1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/stavudine-zerit-increased-risk-of-potentially-severe-adverse-effects"",""Stavudine (Zerit): increased risk of potentially severe adverse effects"")",0.000,5b3dd3ba-2e5c-4dd6-b176-c2ccff918d22
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/clarification-ace-inhibitors-and-angiotensin-ii-receptor-antagonists"",""Clarification: ACE inhibitors and angiotensin II receptor antagonists"")",0.000,5bf4e811-37aa-4b64-8c19-eabccb510f1e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-february-2022"",""Letters and medicine recalls sent to healthcare professionals in February 2022 "")",0.000,5cf73dc4-af3d-4a2b-8bbd-73f8900986f9
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-october-2022"",""Letters and medicine recalls sent to healthcare professionals in October 2022"")",0.000,5d89e5f5-2469-481c-9805-edb0650dedd4
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/faulty-insulin-pens-recall"",""Faulty insulin pens recall"")",0.000,5f0dccfb-9009-47fc-91b8-24ffa26fda5d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-7-to-11-february-2022"",""Field Safety Notices: 7 to 11 February 2022"")",0.000,5f1601f5-ec56-467b-94f8-e488f33c982a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/hydroxyethyl-starch-intravenous-infusion-suspension-of-licences"",""Hydroxyethyl starch intravenous infusion: suspension of licences"")",0.000,5fbfe59b-150d-497e-9437-fb449966303f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/blue-dyes-risk-of-serious-allergic-reactions"",""Blue dyes: risk of serious allergic reactions"")",0.000,6081ba2d-db35-48e3-8302-9d078a61d9e2
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/serious-and-fatal-overdose-of-fentanyl-patches"",""Serious and fatal overdose of fentanyl patches"")",0.000,61756ab3-99a5-4df8-a492-5f82e8579c6b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/vemurafenib-zelboraf-risk-of-potentiation-of-radiation-toxicity"",""Vemurafenib (Zelboraf▼): risk of potentiation of radiation toxicity "")",0.000,620419bc-cfa5-4e18-abdf-2b9b36203895
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/new-oral-anticoagulants-apixaban-eliquis-dabigatran-pradaxa-and-rivaroxaban-xarelto"",""New oral anticoagulants apixaban (Eliquis▼), dabigatran (Pradaxa) and rivaroxaban (Xarelto▼)"")",0.000,620af70b-c5a1-4a85-b404-bb14e9dc512e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-baxter-healthcare-limited-compound-sodium-lactate-solution-for-infusion-bp-hartmanns-solution-for-infusion-in-viaflo-1000ml-el-25-a-slash-46"",""Class 2 Medicines Recall: Baxter Healthcare Limited, Compound Sodium Lactate Solution for Infusion BP (Hartmann's Solution for infusion) in  Viaflo 1000ml, EL(25)A/46"")",0.000,62512a7e-ee08-4a33-85a9-b4accf788a39
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/febuxostat-adenuric-increased-risk-of-cardiovascular-death-and-all-cause-mortality-in-clinical-trial-in-patients-with-a-history-of-major-cardiovascular-disease"",""Febuxostat (Adenuric): increased risk of cardiovascular death and all-cause mortality in clinical trial in patients with a history of major cardiovascular disease"")",0.000,62dc94c4-117e-4cac-96d3-0c03cc4c3376
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/counterfeit-medicines-what-pharmacists-should-know"",""Counterfeit medicines: what pharmacists should know"")",0.000,6374e51a-52be-4c32-9ef8-52707c4347ac
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/bactroban-2-nasal-ointment-3g-bactroban-2-cream-15g-beecham-group-plc-trading-as-glaxosmithkline-uk-clda-15-a-06-24-august-2015"",""Bactroban 2% nasal ointment 3g/ Bactroban 2% cream 15g - Beecham Group plc trading as GlaxoSmithKline UK (CLDA (15)A/06) - 24 August 2015"")",0.000,63db04fa-ec03-4c86-9c37-2ee3b81b7131
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/apremilast-otezla-risk-of-suicidal-thoughts-and-behaviour"",""Apremilast (Otezla ▼): risk of suicidal thoughts and behaviour"")",0.000,641f17f0-d802-470a-ae5e-8b144ae527dc
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/cdk4-slash-6-inhibitors-abemaciclibv-palbociclibv-ribociclibv-reports-of-interstitial-lung-disease-and-pneumonitis-including-severe-cases"",""CDK4/6 inhibitors (abemaciclib▼, palbociclib▼, ribociclib▼): reports of interstitial lung disease and pneumonitis, including severe cases"")",0.000,64c2f2b8-fc43-4a75-acbc-ceda3dbb861f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-16-to-20-september-2024"",""Field Safety Notices: 16 to 20 September 2024"")",0.000,64d21003-ae8c-4eca-a388-5a9159ff92d2
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/medical-device-alerts-issued-in-may-2017"",""Medical Device Alerts issued in May 2017"")",0.000,64f68e85-61d2-4e72-a306-896f6916913f
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/specific-batches-of-carbomer-containing-lubricating-eye-gels-branded-aacarb-aacomer-and-puroptics-recalled-as-a-precaution-due-to-possible-microbial"",""Specific batches of carbomer-containing lubricating eye gels branded Aacarb, Aacomer and Puroptics recalled as a precaution due to possible microbial contamination"")",0.000,65226486-3cb5-485a-aafb-8ed034d6aab1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/recombinant-human-erythropoietins-very-rare-risk-of-severe-cutaneous-adverse-reactions-scars"",""Recombinant human erythropoietins: very rare risk of severe cutaneous adverse reactions (SCARs)"")",0.000,6582b108-0095-4f8b-a2fd-12ffdf53d6ba
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/drug-alert-hydroxyethyl-starch-hes-products-increased-risk-of-renal-dysfunction-and-mortality"",""Hydroxyethyl starch (HES) products - increased risk of renal dysfunction and mortality"")",0.000,6593fbc0-4bf1-4f46-b06e-59b8648b65bb
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-17-to-21-october-2022"",""Field Safety Notices: 17 to 21 October 2022"")",0.000,665f2a56-6e7b-4113-bba0-248f4b6bf64b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-september-2018"",""Letters and drug alerts sent to healthcare professionals in September 2018"")",0.000,6672cbbb-9a11-4ef6-94d6-25d82967187e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-july-2020"",""Letters and drug alerts sent to healthcare professionals in July 2020"")",0.000,6676516f-d57e-45be-8fe8-e96e6a0fadbe
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/traditional-chinese-medicines-containing-lei-gong-teng-tripterygium-wilfordii"",""Traditional Chinese medicines containing lei gong teng (tripterygium wilfordii)"")",0.000,668e0789-6193-42cd-a447-b98a252ddfa5
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-january-2023"",""Letters and medicine recalls sent to healthcare professionals in January 2023 "")",0.000,67242df9-4976-414a-8fca-12453c8f2b28
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/bevacizumab-avastin-hypersensitivity-and-infusion-reactions"",""Bevacizumab (Avastin): hypersensitivity and infusion reactions"")",0.000,67f3ef94-be34-4d6a-b76e-b46a46cc9238
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/haemodialysis-and-haemofiltration-machines-actions-to-take-following-pressure-related-alarms-to-avoid-unintentional-alteration-of-alarm-limits-dsi-slash-2022-slash-004"",""Haemodialysis and haemofiltration machines: Actions to take following pressure-related alarms to avoid unintentional alteration of alarm limits DSI/2022/004"")",0.000,681376a3-5ea3-47f8-9ace-41ddbd1c2a98
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/thalidomide-reduced-starting-dose-in-patients-older-than-age-75-years"",""Thalidomide: reduced starting dose in patients older than age 75 years"")",0.000,68876482-9331-4117-bb2d-8be998282009
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/sprayable-fibrin-sealants-evicel-tisseel-and-artiss-updated-guidance"",""Sprayable fibrin sealants (Evicel, Tisseel and Artiss): updated guidance "")",0.000,69237a02-b39f-4da0-9c8f-e0564febb347
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/tiotropium-delivered-via-respimat-compared-with-handihaler-no-significant-difference-in-mortality-in-tiospir-trial"",""Tiotropium delivered via Respimat compared with Handihaler: no significant difference in mortality in TIOSPIR trial "")",0.000,6b0e240e-8b49-4300-a367-7599b0b84f5a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/pemetrexed-25mg-ml-concentrate-for-solution-for-infusion-particulates-in-small-number-of-100mg-and-500mg-vials"",""Pemetrexed 25mg/ml Concentrate for solution for Infusion - particulates in small number of vials"")",0.000,6b38d285-a62c-4407-bfdb-d9f06c8e8cfb
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/paclitaxel-formulations-conventional-and-nab-paclitaxel-caution-required-due-to-potential-for-medication-error"",""Paclitaxel formulations (conventional and nab-paclitaxel): caution required due to potential for medication error"")",0.000,6c25c003-9f08-4cf8-9ed3-302e880a57a4
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-31-july-07-august-2020"",""Field Safety Notices - 31 July - 07 August 2020"")",0.000,6c574bb8-b300-4cd7-babf-23c3dca45d88
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-drug-alerts-sent-to-healthcare-professionals-in-september-2019"",""Letters and drug alerts sent to healthcare professionals in September 2019"")",0.000,6e00d7c9-ac57-42c4-bd1e-57e4104e6195
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-fresenius-kabi-limited-sodium-bicarbonate-1-dot-26-percent-solution-for-infusion-el-22-a-slash-20"",""Class 2 Medicines Recall: Fresenius Kabi Limited, Sodium bicarbonate 1.26% Solution for infusion, EL(22)A/20"")",0.000,6e12242c-e28f-4f1e-9c37-bec15b612994
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/calcium-gluconate-injection-in-small-volume-glass-containers-new-contraindications-due-to-aluminium-exposure-risk"",""Calcium gluconate injection in small-volume glass containers: new contraindications due to aluminium exposure risk"")",0.000,6e1cd383-6f62-4df3-ae6a-8d85b5f8fa53
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/specific-brands-of-carbomer-eye-gel-recall-of-aacarb-eye-gel-aacomer-eye-gel-and-puroptics-eye-gel-potential-risk-of-infection-dsi-slash-2023-slash-11"",""Specific brands of carbomer eye gel: recall of AACARB eye gel, AACOMER eye gel and PUROPTICS eye gel: potential risk of infection, DSI/2023/11"")",0.000,6e7e25e1-f5c5-4d93-9a64-a1da6ec23048
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/talc-for-pleurodesis-adverse-effects"",""Talc for pleurodesis: adverse effects"")",0.000,6f2c4a16-54c8-4566-ba69-0f328ea8ed57
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/prasugrel-efient-increased-risk-of-bleeding"",""Prasugrel (Efient): increased risk of bleeding "")",0.000,6f4655f7-7b24-459a-b7fb-44bb4835220a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ibrutinib-imbruvica-reports-of-ventricular-tachyarrhythmia-risk-of-hepatitis-b-reactivation-and-of-opportunistic-infections"",""Ibrutinib (Imbruvica▼): reports of ventricular tachyarrhythmia; risk of hepatitis B reactivation and of opportunistic infections "")",0.000,706a4734-4429-4ba8-af3b-f98887ce5cef
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/onsenal-celecoxib-withdrawn-from-eu-market"",""Onsenal▼ (Celecoxib) withdrawn from EU market"")",0.000,70769427-7276-416f-89de-aef0e9cb4219
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/boceprevir-victrelis-and-telaprevir-incivo-predictive-factors-for-sepsis-worsening-liver-function-and-mortality"",""Boceprevir (Victrelis) and telaprevir (Incivo): predictive factors for sepsis, worsening liver function, and mortality"")",0.000,708046eb-a371-4dfa-9a91-015793f4e19b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/trametinib-mekinist-risk-of-gastrointestinal-perforation-and-colitis"",""Trametinib (Mekinist▼): risk of gastrointestinal perforation and colitis"")",0.000,7176faa9-54f9-4979-9855-cf8cd9f08b49
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/medical-device-alerts-issued-in-april-2019"",""Medical Device Alerts issued in April 2019"")",0.000,71ed44f7-53e3-4127-88f2-ff25476e67e4
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/total-parenteral-tpn-and-enteral-nutrition-bags-manufactured-by-diffuplast-sterilisation-issue"",""Total parenteral (TPN) and enteral nutrition bags manufactured by Diffuplast: Sterilisation issue (DSI/2021/005)"")",0.000,720f7ec3-8333-43b1-b002-0afc3ecd75e3
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/pioglitazone-risk-of-bladder-cancer"",""Pioglitazone: risk of bladder cancer"")",0.000,73c1686b-19c3-44b2-b98e-97382f5a7c9f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/botulinum-toxin-type-b-neurobloc-serious-known-risks"",""Botulinum toxin type B (Neurobloc): serious known risks "")",0.000,73c9b906-2139-4b43-820f-6bc07f17bfc0
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/drug-alert-miacalcic-200-iu-nasal-spray-solution-withdrawn-throughout-the-european-union"",""Miacalcic 200 IU Nasal Spray Solution - withdrawn throughout the European Union"")",0.000,74072217-9d1c-48a8-a606-e081e6e88dc5
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/parallel-imported-one-alpha-drops-x-10-ml-pharmacy-and-wholesaler-level-recall-of-two-batches"",""Parallel Imported One-Alpha Drops x 10 ml - Pharmacy and wholesaler level recall of two batches "")",0.000,7414db77-01b2-47ce-bd37-0ffbfcd03ff1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/hyoscine-hydrobromide-patches-scopoderm-1-dot-5mg-patch-or-scopoderm-tts-patch-risk-of-anticholinergic-side-effects-including-hyperthermia"",""Hyoscine hydrobromide patches (Scopoderm 1.5mg Patch or Scopoderm TTS Patch): risk of anticholinergic side effects, including hyperthermia "")",0.000,75251058-6817-4eb8-9fc5-11291afcb951
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/bcr-abl-tyrosine-kinase-inhibitors-risk-of-hepatitis-b-reactivation"",""BCR-ABL tyrosine kinase inhibitors: risk of hepatitis B reactivation"")",0.000,75b2a729-e659-4fa8-8f01-4939322ff7e8
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/corticosteroids-e-learning-module-launched"",""Corticosteroids e-learning module launched "")",0.000,7606af82-19e2-409a-a503-787731cbe59e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/proton-pump-inhibitors-very-low-risk-of-subacute-cutaneous-lupus-erythematosus"",""Proton pump inhibitors: very low risk of subacute cutaneous lupus erythematosus"")",0.000,7623a41a-9c7c-4e72-949b-58bc8628d69d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/piperacillin-tazobactam-compatibility-of-generics-is-different-from-brand-leader-tazocin"",""Piperacillin/tazobactam: compatibility of generics is different from brand leader (tazocin)"")",0.000,7643f764-fb69-4396-b3ac-31e1242bf2d1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/tofacitinib-xeljanzv-new-measures-to-minimise-risk-of-major-adverse-cardiovascular-events-and-malignancies"",""Tofacitinib (Xeljanz▼): new measures to minimise risk of major adverse cardiovascular events and malignancies"")",0.000,76ac98cc-4b0e-450c-bff3-16aa1616d84e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/transdermal-fentanyl-patches-life-threatening-and-fatal-opioid-toxicity-from-accidental-exposure-particularly-in-children"",""Transdermal fentanyl patches: life-threatening and fatal opioid toxicity from accidental exposure, particularly in children"")",0.000,778e32f8-879c-4de3-a9b6-8e9b2663805f
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/rivaroxaban-xarelto-reminder-that-15-mg-and-20-mg-tablets-should-be-taken-with-food"",""Rivaroxaban (Xarelto▼): reminder that 15 mg and 20 mg tablets should be taken with food"")",0.000,77cce342-89ab-4cb0-97e9-80caf61cec8a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/direct-acting-antivirals-to-treat-chronic-hepatitis-c-risk-of-interaction-with-vitamin-k-antagonists-and-changes-in-inr"",""Direct-acting antivirals to treat chronic hepatitis C: risk of interaction with vitamin K antagonists and changes in INR "")",0.000,78175461-a16e-4d6d-9f0a-07a1a4fc2258
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-28-february-to-4-march-2022"",""Field Safety Notices: 28 February to 4 March 2022"")",0.000,78da231a-e8b4-4cb4-a334-73850111604b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-june-2023"",""Letters and medicine recalls sent to healthcare professionals in June 2023 "")",0.000,797998df-2989-43f6-8653-cf5e88c8281a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-ranitidine-oral-solution-30mg-ml-pl-31862-0023-ranitidine-150mg-tablets-pl-11311-0138-el-19-a-36"",""Class 2 Medicines Recall: Ranitidine Oral Solution 30mg/ml, PL 31862/0023, Ranitidine 150mg Tablets, PL 11311/0138 (EL(19)A/36)"")",0.000,7aee81bf-fd52-44da-9a9b-a074360b8e09
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/ponatinib-iclusig-risk-of-vascular-occlusive-events"",""Ponatinib (Iclusig▼): risk of vascular occlusive events"")",0.000,7afc40b3-2554-48d5-be41-632b3ce62153
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/non-steroidal-anti-inflammatory-drugs-nsaids-potential-risks-following-prolonged-use-after-20-weeks-of-pregnancy"",""Non-steroidal anti-inflammatory drugs (NSAIDs): potential risks following prolonged use after 20 weeks of pregnancy"")",0.000,7b41676a-a008-44e4-b923-71983013cb6a
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/anaesthetic-face-masks-specific-intersurgical-economy-22f-taper-connection-may-be-oversized-and-leak-or-disconnect-from-the-breathing-circuit-mda-2019-033"",""Anaesthetic face masks – Specific Intersurgical Economy 22F taper connection may be oversized and leak or disconnect from the breathing circuit (MDA/2019/033)"")",0.000,7be97494-8176-468b-b126-ca9c296b571d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/company-led-medicines-recall-consilient-health-uk-ltd-invita-d3-800-iu-soft-capsules-clmr-22-a-slash-03"",""Company led medicines recall: Consilient Health UK Ltd, Invita D3 800 IU Soft Capsules, CLMR (22)A/03"")",0.000,7c78e0d3-5c7e-4813-9fef-f312b8002a12
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/sodium-chloride-infusion-0-9-w-v-1000-ml-bags"",""Sodium Chloride Infusion 0.9% w/v 1000 mL bags "")",0.000,7d7f2649-4b0d-4be3-b123-00fc975d212c
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/direct-acting-oral-anticoagulants-doacs-reminder-of-bleeding-risk-including-availability-of-reversal-agents"",""Direct-acting oral anticoagulants (DOACs): reminder of bleeding risk, including availability of reversal agents "")",0.000,7e9c9dbc-f7a0-4f86-b5e2-df8764b5c56e
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/teva-levothyroxine-100-microgram-tablets-suspension-of-marketing-authorisation"",""Teva levothyroxine 100 microgram tablets: suspension of marketing authorisation"")",0.000,81850017-c8f0-4e7c-9e2d-687bf1dd2554
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/kaftriov-ivacaftor-tezacaftor-elexacaftor-risk-of-psychological-side-effects"",""Kaftrio▼ (Ivacaftor, tezacaftor, elexacaftor): risk of psychological side effects"")",0.000,819c48f0-f298-4ff6-ab74-94a208ff8c38
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/clopidogrel-risk-of-acquired-haemophilia"",""Clopidogrel: risk of acquired haemophilia"")",0.000,824f9053-b30d-453b-ba26-b55bb34d677c
-1,Outlier,"=HYPERLINK(""https://gov.uk/government/news/anyone-with-prenoxad-naloxone-injection-kits-must-check-for-missing-needles"",""Anyone with Prenoxad (naloxone) injection kits must check for missing needles"")",0.000,827fad43-0529-4f8a-aa4c-8dc88ccabf24
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/desiccants-in-blister-packs-reminder-of-risk-of-ingestion"",""Desiccants in blister packs: reminder of risk of ingestion"")",0.000,8292e256-db5c-4a78-bd7c-3c848d091eca
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/erlotinib-new-safety-information"",""Erlotinib: new safety information"")",0.000,82b9b894-8d74-4ff4-a431-a473fa8868e1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/finasteride-rare-reports-of-depression-and-suicidal-thoughts"",""Finasteride: rare reports of depression and suicidal thoughts"")",0.000,82df267d-c3e5-46a6-b947-369311d1df9d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/head-lice-eradication-products-risk-of-serious-burns-if-treated-hair-is-exposed-to-open-flames-or-other-sources-of-ignition-eg-cigarettes"",""Head lice eradication products: risk of serious burns if treated hair is exposed to open flames or other sources of ignition, eg, cigarettes"")",0.000,8492dfba-9263-4f7c-bccf-2cb184f8447d
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-6-to-10-january-2025"",""Field Safety Notices: 6 to 10 January 2025"")",0.000,854dc239-c46b-4a49-a3d2-23d0f74da928
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/no-react-r-cardiovascular-bioprosthesis-implantables-discontinuation-of-ce-marking-and-manufacture-remaining-stock-may-continue-to-be-used-and-any-adverse-incidents-reported-nationally-dsi-slash-2023-slash-009"",""No-React® cardiovascular bioprosthesis implantables: discontinuation of CE marking and manufacture. Remaining stock may continue to be used and any adverse incidents reported nationally (DSI/2023/009)"")",0.000,8671aaba-7d87-49d7-847f-b2f426a8efbb
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/introduction-of-the-traditional-herbal-registration-certification-mark"",""Introduction of the Traditional Herbal Registration Certification Mark"")",0.000,8762904b-92b5-4951-b3ce-5456c8c98daf
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-7-to-11-december-2015"",""Field safety notices - 7 to 11 December 2015"")",0.000,876fcf35-b505-4aa0-abd8-76de7230e203
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/oseltamivir-tamiflu-changed-concentration-and-dosing-dispenser-of-oral-suspension"",""Oseltamivir (Tamiflu): changed concentration and dosing dispenser of oral suspension"")",0.000,87f38c32-bd11-4df0-abeb-2bd59387182b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/voriconazole-reminder-of-risk-of-liver-toxicity-phototoxicity-and-squamous-cell-carcinoma"",""Voriconazole: reminder of risk of liver toxicity, phototoxicity, and squamous cell carcinoma"")",0.000,886ab6be-a4a2-40e3-a257-1bcd67698521
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/class-2-medicines-recall-medley-pharma-limited-ranitidine-150mg-tablets-bp-pl-43870-0026-ranitidine-300mg-tablets-bp-pl-43870-0027-el-19-a-41"",""Class 2 Medicines Recall: Medley Pharma Limited, Ranitidine 150mg Tablets BP, PL 43870/0026, Ranitidine 300mg Tablets BP, PL 43870/0027 (EL(19)A/41)"")",0.000,8894c3c6-0bc7-4f5a-bddb-9c9d290b9000
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-30-may-to-3-june-2022"",""Field Safety Notices: 30 May to 3 June 2022"")",0.000,8a23b901-6c5a-4837-9556-679a9549d2b6
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/pseudoephedrine-and-ephedrine-nasal-decongestants"",""Pseudoephedrine and ephedrine: nasal decongestants"")",0.000,8a2ef31f-adc5-42aa-9d0f-96b5985f53ef
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-21-to-25-august-2023"",""Field Safety Notices: 21 to 25 August 2023"")",0.000,8ac6c006-5c61-43c1-a66d-2c49fe811e55
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/0-dot-9-percent-sodium-chloride-solutions-for-irrigation-inhalation-and-eyewash-recall-from-manufacturer-legency-remedies-dsi-slash-2024-slash-004"",""0.9% Sodium Chloride Solutions for Irrigation, Inhalation, and Eyewash: recall from manufacturer Legency Remedies, DSI/2024/004"")",0.000,8ba0ef4a-a3f4-4877-adba-c539297aebb1
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-6-to-10-february-2023"",""Field Safety Notices: 6 to 10 February 2023"")",0.000,8bee9475-82db-42d4-bd40-9234ab65ac2b
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/vitaros-3mg-g-cream-takeda-uk-ltd-clda-15-a-3-17-march-2015"",""Vitaros 3mg/g cream - Takeda UK Ltd - CLDA (15)A/3 - 17 March 2015"")",0.000,8c19b74f-c97c-4984-abd7-9c58f9de3277
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/letters-and-medicine-recalls-sent-to-healthcare-professionals-in-may-2021"",""Letters and medicine recalls sent to healthcare professionals in May 2021 "")",0.000,8c25fd32-4878-45d8-89a8-2bcaf1923b04
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/recent-drug-name-confusion"",""Recent drug-name confusion"")",0.000,8c4b19da-fc36-4456-b26a-ba0e0d2d8ab2
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-safety-update/rucaparib-rubracav-withdrawal-of-third-line-treatment-indication"",""Rucaparib (Rubraca▼): withdrawal of third-line treatment indication"")",0.000,8cd1c3c0-61a7-4303-aa62-63f6ebdee813
-1,Outlier,"=HYPERLINK(""https://gov.uk/drug-device-alerts/field-safety-notices-17-to-21-july-2023"",""Field Safety Notices: 17 to 21 July 2023"")",0.000,8d19dfaa-5ea5-409e-9334-4cca17c9947d
